,ihs_match,PRODUCT,ROUTE,TECHNOLOGY,LICENSOR
802,ETHYLENE VIA MIXED FEED STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
782,METHANOL TO ETHYLENE BY THE UOP/HYDRO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
803,METHANOL TO OLEFINS BY THE DMTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
804,METHANOL TO OLEFINS BY THE DMTO PROCESS II,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
805,METHANOL TO OLEFINS BY THE DMTO-II PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
806,METHANOL TO OLEFINS BY UOP ADVANCED MTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
785,COAL TO ETHYLENE PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
786,ETHYLENE BY THE UOP/HYDRO METHANOL TO OLEFINS PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
787,ETHYLENE FROM 100% ETHANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
788,ETHYLENE FROM 50:50 ETHANE:PROPANE MIX,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
789,ETHYLENE FROM ATMOSPHERIC GAS OIL BY MILLISECOND(TM) CRACKING/DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
790,ETHYLENE FROM ATOL™ PROCESS BY AXENS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
791,ETHYLENE FROM CONDENSATE WITH FRONT-END DEPROPANIZER MAXIMUM PROPYLENE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
792,ETHYLENE FROM CRUDE OIL BY EXXONMOBIL PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
793,ETHYLENE FROM CRUDE OIL BY SAUDI ARAMCO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
794,ETHYLENE FROM ETHANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
795,ETHYLENE FROM ETHANE BY OXYDEHYDROGENATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
796,ETHYLENE FROM ETHANE BY STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
797,ETHYLENE FROM ETHANE OXIDATIVE DEHYDROGENATION USING ECOCATALYTIC CHEMICAL LOOPING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
798,ETHYLENE FROM ETHANE-PROPANE BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
799,ETHYLENE FROM ETHANOL BY ADIABATIC FIXED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
800,ETHYLENE FROM ETHANOL BY FLUIDIZED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
813,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
812,ETHYLENE FROM HUMMINGBIRD™ PROCESS BY TECHNIPFMC,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
811,ETHYLENE FROM LIGHT NAPHTHA BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
810,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
809,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
784,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
808,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE CASE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
766,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
767,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
768,ETHYLENE FROM METHANOL,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
769,ETHYLENE FROM N-BUTANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
770,ETHYLENE FROM NAPHTHA CRACKING FUSING ELECTRIC FURNACE TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
771,ETHYLENE FROM NAPHTHA CRACKING USING COOLBROOK RDR TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
773,ETHYLENE FROM NAPHTHA VIA ACO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
780,ETHYLENE FROM NAPHTHA VIA DOWNFLOW FCC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
774,ETHYLENE FROM NATURAL GAS BY OXIDATIVE COUPLING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
775,ETHYLENE FROM NATURAL GAS BY THE ICI METHANOL AND MOBIL ZEOLITE CAT. PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
776,ETHYLENE FROM NORMAL BUTANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
764,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
778,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS W/ ASU,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
779,ETHYLENE FROM PROPANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
765,ETHYLENE FROM REFINERY GAS BY THE BIMETALLIC SALT COMPLEXING PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
772,ETHYLENE FROM REFINERY GAS BY THE EXPANDER PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
763,"ETHYLENE FROM REFINERY GAS, INCLUDING STEAM CRACKING OF ETHANE AND PROPANE",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
760,ETHYLENE FROM VACUUM GAS OIL BY MILLISECOND(TM) CRACKING/ DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
750,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY THE LINDE AG PROCESS",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
751,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY UNICRACKING/FPP",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
752,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
753,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
754,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
755,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
762,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
757,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
758,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ HIGH SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
759,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ MILD SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
756,ETHYLENE PRODUCTION FROM COAL BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
761,ETHYLENE PRODUCTION FROM COAL BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
777,ETHYLENE PRODUCTION FROM SYNGAS BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
781,ETHYLENE PRODUCTION FROM SYNGAS BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
807,ETHYLENE VIA ACETYLENE FROM ELECTRIC ARC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
783,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
801,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS (METHANOL COPRODUCT),ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
802,ETHYLENE VIA MIXED FEED STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
782,METHANOL TO ETHYLENE BY THE UOP/HYDRO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
803,METHANOL TO OLEFINS BY THE DMTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
804,METHANOL TO OLEFINS BY THE DMTO PROCESS II,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
805,METHANOL TO OLEFINS BY THE DMTO-II PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
806,METHANOL TO OLEFINS BY UOP ADVANCED MTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
785,COAL TO ETHYLENE PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
786,ETHYLENE BY THE UOP/HYDRO METHANOL TO OLEFINS PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
787,ETHYLENE FROM 100% ETHANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
788,ETHYLENE FROM 50:50 ETHANE:PROPANE MIX,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
789,ETHYLENE FROM ATMOSPHERIC GAS OIL BY MILLISECOND(TM) CRACKING/DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
790,ETHYLENE FROM ATOL™ PROCESS BY AXENS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
791,ETHYLENE FROM CONDENSATE WITH FRONT-END DEPROPANIZER MAXIMUM PROPYLENE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
792,ETHYLENE FROM CRUDE OIL BY EXXONMOBIL PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
793,ETHYLENE FROM CRUDE OIL BY SAUDI ARAMCO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
794,ETHYLENE FROM ETHANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
795,ETHYLENE FROM ETHANE BY OXYDEHYDROGENATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
796,ETHYLENE FROM ETHANE BY STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
797,ETHYLENE FROM ETHANE OXIDATIVE DEHYDROGENATION USING ECOCATALYTIC CHEMICAL LOOPING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
798,ETHYLENE FROM ETHANE-PROPANE BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
799,ETHYLENE FROM ETHANOL BY ADIABATIC FIXED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
800,ETHYLENE FROM ETHANOL BY FLUIDIZED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
813,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
812,ETHYLENE FROM HUMMINGBIRD™ PROCESS BY TECHNIPFMC,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
811,ETHYLENE FROM LIGHT NAPHTHA BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
810,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
809,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
784,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
808,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE CASE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
766,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
767,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
768,ETHYLENE FROM METHANOL,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
769,ETHYLENE FROM N-BUTANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
770,ETHYLENE FROM NAPHTHA CRACKING FUSING ELECTRIC FURNACE TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
771,ETHYLENE FROM NAPHTHA CRACKING USING COOLBROOK RDR TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
773,ETHYLENE FROM NAPHTHA VIA ACO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
780,ETHYLENE FROM NAPHTHA VIA DOWNFLOW FCC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
774,ETHYLENE FROM NATURAL GAS BY OXIDATIVE COUPLING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
775,ETHYLENE FROM NATURAL GAS BY THE ICI METHANOL AND MOBIL ZEOLITE CAT. PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
776,ETHYLENE FROM NORMAL BUTANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
764,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
778,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS W/ ASU,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
779,ETHYLENE FROM PROPANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
765,ETHYLENE FROM REFINERY GAS BY THE BIMETALLIC SALT COMPLEXING PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
772,ETHYLENE FROM REFINERY GAS BY THE EXPANDER PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
763,"ETHYLENE FROM REFINERY GAS, INCLUDING STEAM CRACKING OF ETHANE AND PROPANE",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
760,ETHYLENE FROM VACUUM GAS OIL BY MILLISECOND(TM) CRACKING/ DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
750,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY THE LINDE AG PROCESS",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
751,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY UNICRACKING/FPP",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
752,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
753,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
754,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
755,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
762,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
757,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
758,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ HIGH SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
759,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ MILD SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
756,ETHYLENE PRODUCTION FROM COAL BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
761,ETHYLENE PRODUCTION FROM COAL BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
777,ETHYLENE PRODUCTION FROM SYNGAS BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
781,ETHYLENE PRODUCTION FROM SYNGAS BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
807,ETHYLENE VIA ACETYLENE FROM ELECTRIC ARC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
783,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
801,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS (METHANOL COPRODUCT),ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
802,ETHYLENE VIA MIXED FEED STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
782,METHANOL TO ETHYLENE BY THE UOP/HYDRO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
803,METHANOL TO OLEFINS BY THE DMTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
804,METHANOL TO OLEFINS BY THE DMTO PROCESS II,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
805,METHANOL TO OLEFINS BY THE DMTO-II PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
806,METHANOL TO OLEFINS BY UOP ADVANCED MTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
785,COAL TO ETHYLENE PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
786,ETHYLENE BY THE UOP/HYDRO METHANOL TO OLEFINS PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
787,ETHYLENE FROM 100% ETHANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
788,ETHYLENE FROM 50:50 ETHANE:PROPANE MIX,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
789,ETHYLENE FROM ATMOSPHERIC GAS OIL BY MILLISECOND(TM) CRACKING/DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
790,ETHYLENE FROM ATOL™ PROCESS BY AXENS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
791,ETHYLENE FROM CONDENSATE WITH FRONT-END DEPROPANIZER MAXIMUM PROPYLENE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
792,ETHYLENE FROM CRUDE OIL BY EXXONMOBIL PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
793,ETHYLENE FROM CRUDE OIL BY SAUDI ARAMCO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
794,ETHYLENE FROM ETHANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
795,ETHYLENE FROM ETHANE BY OXYDEHYDROGENATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
796,ETHYLENE FROM ETHANE BY STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
797,ETHYLENE FROM ETHANE OXIDATIVE DEHYDROGENATION USING ECOCATALYTIC CHEMICAL LOOPING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
798,ETHYLENE FROM ETHANE-PROPANE BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
799,ETHYLENE FROM ETHANOL BY ADIABATIC FIXED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
800,ETHYLENE FROM ETHANOL BY FLUIDIZED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
813,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
812,ETHYLENE FROM HUMMINGBIRD™ PROCESS BY TECHNIPFMC,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
811,ETHYLENE FROM LIGHT NAPHTHA BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
810,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
809,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
784,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
808,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE CASE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
766,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
767,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
768,ETHYLENE FROM METHANOL,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
769,ETHYLENE FROM N-BUTANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
770,ETHYLENE FROM NAPHTHA CRACKING FUSING ELECTRIC FURNACE TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
771,ETHYLENE FROM NAPHTHA CRACKING USING COOLBROOK RDR TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
773,ETHYLENE FROM NAPHTHA VIA ACO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
780,ETHYLENE FROM NAPHTHA VIA DOWNFLOW FCC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
774,ETHYLENE FROM NATURAL GAS BY OXIDATIVE COUPLING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
775,ETHYLENE FROM NATURAL GAS BY THE ICI METHANOL AND MOBIL ZEOLITE CAT. PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
776,ETHYLENE FROM NORMAL BUTANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
764,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
778,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS W/ ASU,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
779,ETHYLENE FROM PROPANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
